time,,hex,callsign,latitude,longitude,no_position,altitude,squawk,speed,track,vspeed
2022-03-21 05:20:33Z.391,1647840033.391,0x780db8,CES5735,24.90706,102.93096,P,16800,2101,352,116,2880
2022-03-21 05:20:33Z.677,1647840033.677,0x780db8,CES5735,24.9075,102.92998,P,16775,2101,352,116,2880
2022-03-21 05:20:37Z.271,1647840037.271,0x780db8,CES5735,24.90445,102.93676,P,16950,2101,353,116,2688
2022-03-21 05:20:38Z.380,1647840038.380,0x780db8,CES5735,24.90372,102.93837,P,16975,2101,353,116,2688
2022-03-21 05:20:38Z.468,1647840038.468,0x780db8,CES5735,24.9034,102.939,P,17000,2101,353,116,2688
2022-03-21 05:20:38Z.478,1647840038.478,0x780db8,CES5735,24.90413,102.93742,P,16950,2101,353,116,2688
2022-03-21 05:20:43Z.798,1647840043.798,0x780db8,CES5735,24.89973,102.94703,P,17200,2101,353,116,2752
2022-03-21 05:20:44Z.409,1647840044.409,0x780db8,CES5735,24.89898,102.94863,P,17250,2101,353,116,2752
2022-03-21 05:20:48Z.016,1647840048.016,0x780db8,CES5735,24.89708,102.95283,P,17375,2101,353,116,2752
2022-03-21 05:20:48Z.492,1647840048.492,0x780db8,CES5735,24.89665,102.95381,P,17400,2101,353,116,2752
2022-03-21 05:20:49Z.288,1647840049.288,0x780db8,CES5735,24.89544,102.95635,P,17450,2101,354,116,2752
2022-03-21 05:20:50Z.532,1647840050.532,0x780db8,CES5735,24.89455,102.95827,P,17500,2101,353,116,2752
2022-03-21 05:20:53Z.838,1647840053.838,0x780db8,CES5735,24.89323,102.96117,P,17625,2101,352,116,2880
2022-03-21 05:20:54Z.810,1647840054.810,0x780db8,CES5735,24.89149,102.96503,P,17700,2101,352,116,2880
2022-03-21 05:20:57Z.910,1647840057.910,0x780db8,CES5735,24.88925,102.96983,P,17825,2101,352,116,2816
2022-03-21 05:21:00Z.125,1647840060.125,0x780db8,CES5735,24.88852,102.97144,P,17875,2101,352,116,2880
2022-03-21 05:21:00Z.164,1647840060.164,0x780db8,CES5735,24.88733,102.97399,P,17925,2101,352,116,2688
2022-03-21 05:21:02Z.320,1647840062.320,0x780db8,CES5735,24.88646,102.97592,P,17975,2101,352,116,2880
2022-03-21 05:21:05Z.031,1647840065.031,0x780db8,CES5735,24.8838,102.98172,P,18075,2101,353,116,2304
2022-03-21 05:21:10Z.355,1647840070.355,0x780db8,CES5735,24.88055,102.98884,P,18200,2101,355,116,2048
2022-03-21 05:21:10Z.433,1647840070.433,0x780db8,CES5735,0,0,N,18225,2101,356,116,1920
2022-03-21 05:21:10Z.800,1647840070.800,0x780db8,CES5735,24.87952,102.99113,P,18250,2101,358,116,1664
2022-03-21 05:21:14Z.669,1647840074.669,0x780db8,CES5735,24.87726,102.99606,P,18300,2101,355,116,2048
2022-03-21 05:21:14Z.704,1647840074.704,0x780db8,CES5735,24.87698,102.99673,P,18300,2101,361,116,1152
2022-03-21 05:21:15Z.696,1647840075.696,0x780db8,CES5735,24.87593,102.99905,P,18300,2101,362,116,1024
2022-03-21 05:21:19Z.997,1647840079.997,0x780db8,CES5735,0,0,N,18350,2101,367,116,704
2022-03-21 05:21:20Z.641,1647840080.641,0x780db8,CES5735,24.87305,103.00537,P,18350,2101,364,116,896
2022-03-21 05:21:21Z.138,1647840081.138,0x780db8,CES5735,24.87213,103.00741,P,18375,2101,370,116,640
2022-03-21 05:21:26Z.488,1647840086.488,0x780db8,CES5735,24.86797,103.01657,P,18450,2101,372,116,1088
2022-03-21 05:21:26Z.615,1647840086.615,0x780db8,CES5735,24.86751,103.01758,P,18475,2101,373,116,1344
2022-03-21 05:21:27Z.485,1647840087.485,0x780db8,CES5735,24.86751,103.01758,P,18475,2101,373,116,1344
2022-03-21 05:21:31Z.273,1647840091.273,0x780db8,CES5735,24.86397,103.02548,P,18575,2101,375,116,1408
2022-03-21 05:21:31Z.356,1647840091.356,0x780db8,CES5735,24.86691,103.01895,P,18550,2101,375,116,1408
2022-03-21 05:21:32Z.552,1647840092.552,0x780db8,CES5735,24.86336,103.02689,P,18575,2101,377,116,1408
2022-03-21 05:21:36Z.945,1647840096.945,0x780db8,CES5735,24.85964,103.03517,P,18700,2101,381,116,1472
2022-03-21 05:21:37Z.246,1647840097.246,0x780db8,CES5735,0,0,N,18550,2101,380,116,1344
2022-03-21 05:21:37Z.536,1647840097.536,0x780db8,CES5735,24.85918,103.03625,P,18700,2101,381,116,1472
2022-03-21 05:21:42Z.208,1647840102.208,0x780db8,CES5735,24.85547,103.04464,P,18875,2101,382,116,2240
2022-03-21 05:21:43Z.750,1647840103.750,0x780db8,CES5735,24.85547,103.04464,P,18900,2101,382,116,2240
2022-03-21 05:21:47Z.454,1647840107.454,0x780db8,CES5735,24.85139,103.05374,P,19100,2101,382,115,2880
2022-03-21 05:21:48Z.971,1647840108.971,0x780db8,CES5735,24.85065,103.05549,P,19150,2101,382,115,2880
2022-03-21 05:21:52Z.693,1647840112.693,0x780db8,CES5735,24.84737,103.06284,P,19300,2101,383,115,2496
2022-03-21 05:21:54Z.057,1647840114.057,0x780db8,CES5735,24.84673,103.06427,P,19325,2101,383,115,2624
2022-03-21 05:21:54Z.662,1647840114.662,0x780db8,CES5735,0,0,N,19350,2101,382,115,2752
2022-03-21 05:21:58Z.084,1647840118.084,0x780db8,CES5735,24.84377,103.07093,P,19500,2101,385,116,2368
2022-03-21 05:21:59Z.707,1647840119.707,0x780db8,CES5735,24.84265,103.07343,P,19550,2101,385,116,2368
2022-03-21 05:21:59Z.964,1647840119.964,0x780db8,CES5735,24.84218,103.07451,P,19550,2101,386,116,2368
2022-03-21 05:22:01Z.477,1647840121.477,0x780db8,CES5735,24.84045,103.07836,P,19625,2101,385,116,2496
2022-03-21 05:22:05Z.271,1647840125.271,0x780db8,CES5735,24.83841,103.08295,P,19750,2101,385,116,2560
2022-03-21 05:22:05Z.337,1647840125.337,0x780db8,CES5735,24.83794,103.08401,P,19750,2101,385,116,2560
2022-03-21 05:22:08Z.353,1647840128.353,0x780db8,CES5735,24.8351,103.09036,P,19900,2101,386,116,2496
2022-03-21 05:22:10Z.443,1647840130.443,0x780db8,CES5735,24.83399,103.09285,P,19950,2101,388,116,2432
2022-03-21 05:22:10Z.864,1647840130.864,0x780db8,CES5735,24.83354,103.09393,P,19950,2101,387,116,2432
2022-03-21 05:22:13Z.842,1647840133.842,0x780db8,CES5735,24.83066,103.10028,P,20075,2101,387,116,2176
2022-03-21 05:22:15Z.191,1647840135.191,0x780db8,CES5735,24.83322,103.09464,P,20125,2101,387,116,2304
2022-03-21 05:22:15Z.576,1647840135.576,0x780db8,CES5735,24.82989,103.10203,P,20125,2101,388,116,2176
2022-03-21 05:22:18Z.482,1647840138.482,0x780db8,CES5735,24.82701,103.10845,P,20250,2101,388,116,2112
2022-03-21 05:22:19Z.913,1647840139.913,0x780db8,CES5735,24.82654,103.10954,P,20250,2101,389,116,2176
2022-03-21 05:22:21Z.504,1647840141.504,0x780db8,CES5735,24.82558,103.11167,P,20300,2101,389,116,2176
2022-03-21 05:22:27Z.566,1647840147.566,0x780db8,CES5735,24.8205,103.12215,P,20500,2101,388,116,2112
2022-03-21 05:22:28Z.613,1647840148.613,0x780db8,CES5735,24.81812,103.12612,P,20550,2101,388,116,2112
2022-03-21 05:22:34Z.181,1647840154.181,0x780db8,CES5735,24.81272,103.1341,P,20700,2101,387,127,1600
2022-03-21 05:22:36Z.244,1647840156.244,0x780db8,CES5735,24.81056,103.1368,P,20725,2101,387,127,1600
2022-03-21 05:22:38Z.917,1647840158.917,0x780db8,CES5735,24.80717,103.14087,P,20825,2101,386,133,1728
2022-03-21 05:22:41Z.601,1647840161.601,0x780db8,CES5735,0,0,N,20900,2101,389,116,2176
2022-03-21 05:22:43Z.278,1647840163.278,0x780db8,CES5735,24.80587,103.14229,P,20850,2101,386,135,1664
2022-03-21 05:22:44Z.865,1647840164.865,0x780db8,CES5735,24.79912,103.14886,P,21000,2101,384,139,1472
2022-03-21 05:22:48Z.606,1647840168.606,0x780db8,CES5735,24.80052,103.14758,P,21100,2101,384,138,1536
2022-03-21 05:22:50Z.414,1647840170.414,0x780db8,CES5735,24.79028,103.15567,P,21175,2101,384,146,1664
2022-03-21 05:22:51Z.825,1647840171.825,0x780db8,CES5735,24.78874,103.1567,P,21200,2101,384,138,1536
2022-03-21 05:22:52Z.316,1647840172.316,0x780db8,CES5735,0,0,N,21225,2101,384,116,2176
2022-03-21 05:22:55Z.934,1647840175.934,0x780db8,CES5735,24.7814,103.16086,P,21350,2101,382,153,1728
2022-03-21 05:22:56Z.099,1647840176.099,0x780db8,CES5735,24.78204,103.1605,P,21325,2101,384,138,1536
2022-03-21 05:22:59Z.253,1647840179.253,0x780db8,CES5735,0,0,N,21225,2101,384,116,2176
2022-03-21 05:23:00Z.888,1647840180.888,0x780db8,CES5735,24.77319,103.16478,P,21500,2101,384,157,1984
2022-03-21 05:23:06Z.413,1647840186.413,0x780db8,CES5735,24.76424,103.16874,P,21700,2101,386,158,2112
2022-03-21 05:23:11Z.757,1647840191.757,0x780db8,CES5735,24.75549,103.17245,P,21850,2101,387,158,1984
2022-03-21 05:23:16Z.115,1647840196.115,0x780db8,CES5735,24.74808,103.17561,P,22000,2101,390,158,2112
2022-03-21 05:23:22Z.554,1647840202.554,0x780db8,CES5735,24.73654,103.18049,P,22225,2101,391,158,2304
2022-03-21 05:23:27Z.898,1647840207.898,0x780db8,CES5735,24.72771,103.18426,P,22400,2101,393,158,2112
2022-03-21 05:23:29Z.149,1647840209.149,0x780db8,CES5735,0,0,N,22425,2101,384,116,2176
2022-03-21 05:23:31Z.569,1647840211.569,0x780db8,CES5735,0,0,N,22450,2101,382,154,1728
2022-03-21 05:23:33Z.283,1647840213.283,0x780db8,CES5735,24.71849,103.18816,P,22575,2101,394,158,2048
2022-03-21 05:23:35Z.593,1647840215.593,0x780db8,CES5735,0,0,N,22625,2101,384,116,2176
2022-03-21 05:23:36Z.854,1647840216.854,0x780db8,CES5735,24.71338,103.19031,P,22675,2101,394,158,1984
2022-03-21 05:23:38Z.756,1647840218.756,0x780db8,CES5735,24.70926,103.19204,P,22750,2101,396,158,1984
2022-03-21 05:23:39Z.430,1647840219.430,0x780db8,CES5735,0,0,N,22675,2101,395,158,1984
2022-03-21 05:23:42Z.249,1647840222.249,0x780db8,CES5735,24.70411,103.19427,P,22825,2101,396,158,2112
2022-03-21 05:23:43Z.191,1647840223.191,0x780db8,CES5735,0,0,N,22875,2101,396,158,1984
2022-03-21 05:23:43Z.580,1647840223.580,0x780db8,CES5735,24.70071,103.19572,P,22900,2101,396,158,2112
2022-03-21 05:23:47Z.104,1647840227.104,0x780db8,CES5735,24.69727,103.19717,P,23000,2101,396,158,2304
2022-03-21 05:23:48Z.040,1647840228.040,0x780db8,CES5735,0,0,N,23050,2101,396,158,1984
2022-03-21 05:23:49Z.173,1647840229.173,0x780db8,CES5735,24.69112,103.19981,P,23100,2101,396,158,2368
2022-03-21 05:23:55Z.409,1647840235.409,0x780db8,CES5735,24.68083,103.20422,P,23300,2101,397,158,2112
2022-03-21 05:24:00Z.484,1647840240.484,0x780db8,CES5735,24.67194,103.20821,P,23475,2101,400,157,2240
2022-03-21 05:24:06Z.402,1647840246.402,0x780db8,CES5735,24.66234,103.21355,P,23675,2101,405,150,3200
2022-03-21 05:24:08Z.971,1647840248.971,0x780db8,CES5735,0,0,N,23750,2101,396,158,2304
2022-03-21 05:24:11Z.705,1647840251.705,0x780db8,CES5735,24.65492,103.21905,P,23875,2101,405,144,2880
2022-03-21 05:24:13Z.774,1647840253.774,0x780db8,CES5735,0,0,N,23925,2101,405,144,2880
2022-03-21 05:24:17Z.824,1647840257.824,0x780db8,CES5735,24.64564,103.22666,P,24050,2101,406,142,1600
2022-03-21 05:24:23Z.175,1647840263.175,0x780db8,CES5735,24.63753,103.23349,P,24150,2101,408,142,1472
2022-03-21 05:24:28Z.584,1647840268.584,0x780db8,CES5735,24.62856,103.24112,P,24350,2101,410,141,2432
2022-03-21 05:24:34Z.375,1647840274.375,0x780db8,CES5735,24.62013,103.24894,P,24525,2101,413,139,2176
2022-03-21 05:24:39Z.656,1647840279.656,0x780db8,CES5735,24.61282,103.2564,P,24675,2101,415,136,1792
2022-03-21 05:24:45Z.015,1647840285.015,0x780db8,CES5735,24.60553,103.26456,P,24800,2101,417,134,1856
2022-03-21 05:24:46Z.126,1647840286.126,0x780db8,CES5735,24.60421,103.2661,P,24850,2101,418,133,1920
2022-03-21 05:25:14Z.222,1647840314.222,0x780db8,CES5735,0,0,N,24850,2101,418,133,1920
2022-03-21 05:25:22Z.360,1647840322.360,0x780db8,CES5735,0,0,N,25825,2101,426,131,1856
2022-03-21 05:25:32Z.868,1647840332.868,0x780db8,CES5735,24.54383,103.34165,P,26100,2101,429,128,1792
2022-03-21 05:25:38Z.764,1647840338.764,0x780db8,CES5735,24.53719,103.352,P,26275,2101,430,124,1920
2022-03-21 05:25:50Z.033,1647840350.033,0x780db8,CES5735,24.52637,103.37088,P,26575,2101,433,120,1792
2022-03-21 05:25:54Z.416,1647840354.416,0x780db8,CES5735,24.52093,103.38161,P,26700,2101,434,119,1728
2022-03-21 05:25:58Z.015,1647840358.015,0x780db8,CES5735,24.51773,103.38827,P,26800,2101,435,117,1728
2022-03-21 05:26:05Z.623,1647840365.623,0x780db8,CES5735,24.51073,103.40369,P,27000,2101,436,116,1664
2022-03-21 05:26:11Z.042,1647840371.042,0x780db8,CES5735,24.50587,103.41441,P,27125,2101,436,116,1664
2022-03-21 05:26:13Z.845,1647840373.845,0x780db8,CES5735,24.50336,103.41995,P,27200,2101,437,116,1600
2022-03-21 05:26:21Z.717,1647840381.717,0x780db8,CES5735,24.4963,103.43545,P,27375,2101,438,116,1344
2022-03-21 05:26:26Z.443,1647840386.443,0x780db8,CES5735,24.49192,103.44504,P,27475,2101,439,116,1280
2022-03-21 05:26:30Z.404,1647840390.404,0x780db8,CES5735,24.48825,103.45302,P,27550,2101,441,116,1536
2022-03-21 05:26:37Z.992,1647840397.992,0x780db8,CES5735,24.48131,103.46825,P,27775,2101,443,116,1792
2022-03-21 05:26:42Z.683,1647840402.683,0x780db8,CES5735,24.47708,103.47753,P,27900,2101,443,116,1792
2022-03-21 05:26:47Z.973,1647840407.973,0x780db8,CES5735,24.47232,103.48801,P,28050,2101,444,116,1856
2022-03-21 05:26:50Z.778,1647840410.778,0x780db8,CES5735,24.46953,103.49411,P,28125,2101,444,116,1856
2022-03-21 05:26:50Z.953,1647840410.953,0x780db8,CES5735,0,0,N,28125,2101,445,116,1856
2022-03-21 05:26:51Z.124,1647840411.124,0x780db8,,0,0,N,28125,0,445,116,1728
2022-03-21 05:26:55Z.270,1647840415.270,0x780db8,,24.46605,103.50179,P,28225,2101,445,116,1664
2022-03-21 05:26:56Z.895,1647840416.895,0x780db8,CES5735,24.46474,103.50463,P,28250,2101,445,116,1664
2022-03-21 05:26:58Z.514,1647840418.514,0x780db8,CES5735,0,0,N,28300,2101,446,116,1664
2022-03-21 05:27:05Z.994,1647840425.994,0x780db8,CES5735,24.45622,103.52324,P,28475,2101,447,116,1600
2022-03-21 05:27:10Z.479,1647840430.479,0x780db8,,0,0,N,28600,2101,447,116,1408
2022-03-21 05:27:12Z.952,1647840432.952,0x780db8,CES5735,24.44947,103.53785,P,28650,2101,448,116,1408
2022-03-21 05:27:17Z.257,1647840437.257,0x780db8,CES5735,24.44554,103.54639,P,28725,2101,449,116,1344
2022-03-21 05:27:23Z.134,1647840443.134,0x780db8,CES5735,24.43974,103.55904,P,28875,2101,449,116,1344
2022-03-21 06:06:00Z.192,1647842760.192,0x780db8,,23.69705,108.86017,P,29100,2101,457,93,-64
2022-03-21 06:06:04Z.768,1647842764.768,0x780db8,,23.69644,108.87073,P,29100,2101,457,93,-64
2022-03-21 06:06:43Z.752,1647842803.752,0x780db8,,23.69101,108.96042,P,29100,2101,457,93,-128
2022-03-21 06:06:48Z.972,1647842808.972,0x780db8,CES5735,23.69034,108.97194,P,29100,2101,457,93,-64
2022-03-21 06:06:57Z.672,1647842817.672,0x780db8,CES5735,23.68913,108.99175,P,29100,2101,457,93,0
2022-03-21 06:07:04Z.156,1647842824.156,0x780db8,CES5735,23.68811,109.00878,P,29100,2101,457,93,0
2022-03-21 06:07:09Z.670,1647842829.670,0x780db8,CES5735,23.68739,109.02029,P,29100,2101,457,93,0
2022-03-21 06:07:25Z.652,1647842845.652,0x780db8,CES5735,23.68515,109.05711,P,29100,2101,458,93,-64
2022-03-21 06:07:30Z.426,1647842850.426,0x780db8,CES5735,23.68451,109.06718,P,29100,2101,456,93,-64
2022-03-21 06:07:45Z.804,1647842865.804,0x780db8,CES5735,23.68219,109.10439,P,29125,2101,457,93,0
2022-03-21 06:07:47Z.888,1647842867.888,0x780db8,CES5735,23.6821,109.10626,P,29125,2101,457,93,0
2022-03-21 06:08:12Z.072,1647842892.072,0x780db8,CES5735,23.67439,109.16326,P,29100,2101,458,101,64
2022-03-21 06:08:18Z.064,1647842898.064,0x780db8,CES5735,23.67153,109.17726,P,29100,2101,459,102,0
2022-03-21 06:08:21Z.362,1647842901.362,0x780db8,CES5735,23.6705,109.18223,P,29100,2101,459,102,0
2022-03-21 06:08:28Z.258,1647842908.258,0x780db8,CES5735,23.6667,109.20126,P,29100,2101,460,102,-64
2022-03-21 06:08:31Z.884,1647842911.884,0x780db8,CES5735,23.66534,109.20804,P,29100,2101,460,102,0
2022-03-21 06:08:39Z.484,1647842919.484,0x780db8,CES5735,23.66222,109.22388,P,29100,2101,460,102,64
2022-03-21 06:08:44Z.798,1647842924.798,0x780db8,CES5735,23.65976,109.23613,P,29100,2101,460,102,0
2022-03-21 06:08:50Z.018,1647842930.018,0x780db8,CES5735,23.6575,109.24749,P,29100,2101,460,102,-64
2022-03-21 06:08:53Z.868,1647842933.868,0x780db8,CES5735,23.65553,109.25745,P,29100,2101,460,102,-64
2022-03-21 06:09:15Z.618,1647842955.618,0x780db8,CES5735,23.64556,109.30671,P,29100,2101,458,102,0
2022-03-21 06:09:20Z.404,1647842960.404,0x780db8,CES5735,23.64308,109.3189,P,29100,2101,458,102,0
2022-03-21 06:09:26Z.010,1647842966.010,0x780db8,CES5735,23.641,109.32931,P,29100,2101,458,102,0
2022-03-21 06:09:31Z.632,1647842971.632,0x780db8,CES5735,23.63814,109.34326,P,29100,2101,458,102,0
2022-03-21 06:09:33Z.640,1647842973.640,0x780db8,CES5735,23.63722,109.34779,P,29100,2101,458,102,0
2022-03-21 06:09:37Z.522,1647842977.522,0x780db8,CES5735,23.63539,109.35679,P,29100,2101,458,102,0
2022-03-21 06:10:00Z.026,1647843000.026,0x780db8,CES5735,23.62535,109.4059,P,29100,2101,457,102,64
2022-03-21 06:10:19Z.254,1647843019.254,0x780db8,CES5735,23.616,109.45176,P,29100,2101,457,102,-64
2022-03-21 06:10:27Z.768,1647843027.768,0x780db8,CES5735,23.61241,109.4693,P,29100,2101,456,102,0
2022-03-21 06:10:37Z.998,1647843037.998,0x780db8,CES5735,23.60757,109.49306,P,29100,2101,456,102,64
2022-03-21 06:10:43Z.706,1647843043.706,0x780db8,CES5735,23.60509,109.50521,P,29100,2101,456,102,0
2022-03-21 06:10:47Z.684,1647843047.684,0x780db8,CES5735,23.60296,109.5155,P,29100,2101,456,102,-64
2022-03-21 06:10:53Z.764,1647843053.764,0x780db8,CES5735,23.6004,109.52809,P,29100,2101,456,102,0
2022-03-21 06:10:59Z.072,1647843059.072,0x780db8,CES5735,23.59795,109.5402,P,29100,2101,455,102,0
2022-03-21 06:11:14Z.810,1647843074.810,0x780db8,CES5735,23.59123,109.57287,P,29100,2101,455,102,0
2022-03-21 06:11:19Z.092,1647843079.092,0x780db8,CES5735,23.58875,109.58501,P,29100,2101,455,102,0
2022-03-21 06:11:24Z.826,1647843084.826,0x780db8,CES5735,23.58623,109.59753,P,29100,2101,455,102,-64
2022-03-21 06:11:28Z.478,1647843088.478,0x780db8,CES5735,23.5844,109.60648,P,29100,2101,455,102,0
2022-03-21 06:11:35Z.082,1647843095.082,0x780db8,CES5735,23.58155,109.62039,P,29100,2101,455,102,0
2022-03-21 06:11:39Z.556,1647843099.556,0x780db8,CES5735,23.57945,109.63068,P,29100,2101,455,102,0
2022-03-21 06:11:44Z.248,1647843104.248,0x780db8,CES5735,23.57736,109.64096,P,29100,2101,455,102,0
2022-03-21 06:11:50Z.282,1647843110.282,0x780db8,CES5735,23.57461,109.65439,P,29100,2101,455,102,0
2022-03-21 06:11:54Z.908,1647843114.908,0x780db8,CES5735,23.57219,109.66605,P,29100,2101,455,102,64
2022-03-21 06:12:00Z.322,1647843120.322,0x780db8,CES5735,23.5697,109.67809,P,29100,2101,455,102,64
2022-03-21 06:12:06Z.094,1647843126.094,0x780db8,CES5735,23.56732,109.68974,P,29100,2101,455,102,0
2022-03-21 06:12:10Z.980,1647843130.980,0x780db8,CES5735,23.56484,109.70186,P,29100,2101,455,102,-64
